index, job_title, salary_estimate, job_description, rating, company_name, location, size, founded, type_of_ownership, industry, sector, revenue, skills, company_age
NA,Senior Business Analyst,$70K - $85K (Glassdoor est.),NA,3.7,Saddle Rock Legal Group,"Sandy, UT",1 to 50 Employees,--,Company - Private,Legal Services,Legal,Unknown / Non-Applicable,"4+ years of experience in this role/field is preferred but not required. As a Senior Business Analyst, you drive organizational success through meticulous……
Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Management, R",NA
NA,Database Analyst/Programmer- Associate,$34.95 - $57.65 Per Hour (Employer est.),NA,4.3,Spathe Systems,"San Diego, CA",201 to 500 Employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $100 million (USD),"Analyze requirements and design, code, test, debug, and document custom or framework-based front-end script and markup language. IAT Level II (Security Plus).…
Skills: Power BI, Data mining, Management, XML, Visual Basic",NA
NA,Data Analytics Strategy & Operations Associate,$42K - $62K (Glassdoor est.),NA,3.6,access2insight,"Chicago, IL",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"Analyze client data (primarily in SAS) and develop strategies to address client business needs. Utilize campaign management and other tools (ex: Unica) to build……
Skills: Visual Basic, SAS, SQL, Marketing",NA
NA,Business Analysis Specialist IV - Investor Reporting,$32.23 - $40.29 Per Hour (Employer est.),NA,3.3,JPMorgan Chase & Co,"Jacksonville, FL",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"Attending meetings and calls with punctuality. We offer a competitive total rewards package including base salary determined based on the role, experience,……
Skills: Microsoft Excel, Organizational skills, Pivot tables, Leadership, Communication skills",NA
NA,Senior Business Analyst (Services),$70K - $93K (Glassdoor est.),NA,3.6,Fox Corporation,Remote,5001 to 10000 Employees,2019,Company - Public,Broadcast Media,Media & Communication,Unknown / Non-Applicable,"This role will primarily support the Fox Media Services department by participating in a functional and technical capacity across all phases of the software……
Skills: Jira, Asset management, Google Suite, Kanban, Visio",NA
NA,Senior Analyst S&OP,$56K - $89K (Glassdoor est.),NA,3.1,CONMED,"Largo, FL",1001 to 5000 Employees,1970,Company - Public,Health Care Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),"Review historical sales trends, research demand drivers, prepare forecast data, develop statistical forecast models and evaluate forecast results.…
Skills: Power BI, Microsoft Excel, Supply chain, ERP systems, Tableau",NA
NA,Business Analyst II,$85K - $100K (Employer est.),NA,4.0,MUSC,"Charleston, SC",10000+ Employees,1824,Hospital,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,"Bachelor’s college degree in information technology, business or related field. MUSC does not discriminate on the basis of race, color, religion or belief, age,……
Skills: ERP systems, Business analysis, Data analysis skills, IT, Communication skills",NA
NA,Senior Data Visualization/Data Analyst Specialist,$65K - $81K (Employer est.),NA,4.2,LifeLens Technologies Inc.,"Ivyland, PA",51 to 200 Employees,2014,Unknown,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,"Fluency using statistics and visualizations to answer questions about data sets. In this role, you will collaborate with a team to design efficient reports for……
Skills: Data mining, Big data, R, SQL, Organizational skills",NA
NA,Data Sr Analyst,$78K - $108K (Glassdoor est.),NA,3.6,Cox Automotive,"Atlanta, GA",10000+ Employees,2014,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,"Bachelor's degree in computer science or related field, or an equivalent combination of industry related professional experience and education.…
Skills: Power BI, Oracle, Relational databases, R, Data analysis skills",NA
NA,Clinical Business Analyst Level III,$67K - $97K (Glassdoor est.),NA,3.6,NYC Health + Hospitals,United States,5001 to 10000 Employees,--,Hospital,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,"Specialty certification(s) issued by a national commercially available program, state, professional society, academic or technical institution in an area(s)……
Skills: Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Computer literacy, Computer skills",NA
NA,Senior Healthcare Data Analyst & Modeler (Roseville CA),$58K - $95K (Glassdoor est.),NA,4.0,Gainwell Technologies LLC,"Roseville, CA",10000+ Employees,2020,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,"Tool Familiarity: Hands-on with data modeling tools like Erwin or ER Studio for effective model creation and management.…
Skills: Data modeling, Oracle, DB2, Big data, Microsoft SQL Server",NA
NA,Data & AI Strategy Senior Analyst,$81K - $134K (Glassdoor est.),NA,3.8,Emory Healthcare,"Atlanta, GA",10000+ Employees,1905,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),"The ideal candidate will have a strong background in strategy, process design, business case development, governance, operating model design and implementation,……
Skills: Microsoft Powerpoint, Microsoft Excel, Management, Business development, AI",NA
NA,Research Data Scientist (IT Analyst 3),$76K - $107K (Glassdoor est.),NA,3.4,Louisiana State University,"Baton Rouge, LA",1001 to 5000 Employees,--,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),"Ph.D. in Mathematics, Statistics, Data Science, Computer Science, or other TEM field with strong data science and machine learning skills and interests in……
Skills: Ontology, OWL, R, Databases, C++",NA
NA,Specialty Channel Data Analyst Lead,$97K - $130K (Glassdoor est.),NA,3.5,"CGI Group, Inc.","Boston, MA",10000+ Employees,1976,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD),"Bachelor's degree in Information Technology, or a related field. Background investigation components can vary dependent upon specific assignment and/or level of……
Skills: Power BI, Sales, SAS, Relational databases, Databases",NA
NA,Sr Research Data Analyst,$49K - $75K (Glassdoor est.),NA,4.0,Johns Hopkins University,"Baltimore, MD",10000+ Employees,1876,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),"Require highly specialized advanced knowledge, education and/or training in a specialized field of study to conduct research.…
Skills: SAS, Writing skills, R, Data analysis skills, Research",NA
NA,Sr Business Analyst,$4K - $6K (Employer est.),NA,3.8,Thermo Fisher Scientific,"Greenville, NC",10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),"Bachelor’s or Master’s degree in a technical field or equivalent work experience. 5-7 years driving process improvement in a large enterprise, preferably with……
Skills: Management, Process improvement, Analysis skills, Project implementation, Manufacturing",NA
NA,Data Security Analyst Sr,$83K - $122K (Glassdoor est.),NA,3.1,University of Utah Health,"Salt Lake City, UT",10000+ Employees,1850,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),"Requires a bachelor’s degree in area of specialty, or equivalency (one year of education can be substituted for two years of related work experience); and 2-4……
Skills: Information security, Analysis skills, Communication skills",NA
NA,Stars Senior Data Analyst,$73K - $116K (Glassdoor est.),NA,3.2,Commonwealth Care Alliance,"Boston, MA",1001 to 5000 Employees,2003,Company - Private,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),"BA/BS in Health Analytics, Public Health, Health Care Administration, Health Economics, or a related field with strong emphasis in data analysis.…
Skills: Medicare, SAS, Data analysis skills, Tableau, SQL",NA
NA,Sr Analyst,$77K - $104K (Glassdoor est.),NA,3.7,National Grid,"Syracuse, NY",10000+ Employees,1990,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),"Valid driver’s license and acceptable driving record. Third party attachments is a function of the Transmission & Distribution Line Engineering and Standards……
Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Microsoft Outlook, Management",NA
NA,Lead Data Analyst / Data Scientist / Analytics / BI Consultant,$75K - $113K (Employer est.),NA,3.6,CEDENT,"Atlanta, GA",1 to 50 Employees,--,Contract,Computer Hardware Development,Information Technology,Less than $1 million (USD),"Bachelor's degree required in IT, data science & analytics, business, statistics, accounting, business management OR four (4) years of experience in a directly……
Skills: Microsoft Powerpoint, Microsoft Word, Statistics, Power BI, Microsoft Excel",NA
NA,Senior Customer (CRM) Analyst,$90K - $126K (Glassdoor est.),NA,4.2,Bose,"Framingham, MA",5001 to 10000 Employees,1964,Company - Private,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),"Building a loyalty focused modeling roadmap and collaborating on the best technology tools for implementation.…
Skills: Statistics, SQL, Analysis skills, Python, Analytics",NA
NA,Senior Reporting & Data Analyst (Multiple Vacancies),$81K - $136K (Employer est.),NA,3.8,Florida State University,"Tallahassee, FL",10000+ Employees,1851,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),"Knowledge of accounting for higher education, state and federal regulations governing revenue, expenditures, and cost analysis.…
Skills: Microsoft Excel, Writing skills, Financial report writing, Financial analysis, Analysis skills",NA
NA,Sr. Data Product Analyst (Hybrid),$79K - $103K (Glassdoor est.),NA,4.0,Chamberlain Group,"Oak Brook, IL",1001 to 5000 Employees,1954,Company - Private,Software Development,Information Technology,$500 million to $1 billion (USD),"Recognize, develop, and adopt best practices for building analytical insights including data integrity, testing, design, analysis, validation, documentation,……
Skills: Jira, Power BI, Data modeling, Azure, Cloud architecture",NA
NA,988 Crisis System Data Coordinator (Operations & Policy Analyst 4),$27.27 - $35.45 Per Hour (Employer est.),NA,3.1,Oregon Health Authority,"Salem, OR",501 to 1000 Employees,--,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,"Experience supporting/facilitating the development and implementation of policies and programs at the community, state, and/or national level that promote……
Skills: Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Visio, Administrative experience",NA
NA,Business Analyst II,$70K - $110K (Glassdoor est.),NA,4.0,BlueCross BlueShield of South Carolina,"Columbia, SC",1001 to 5000 Employees,1948,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Able to communicate effectively with technical and non-technical audiences, including the ability to express basic technical and business concepts to management……
Skills: Microsoft Excel, Microsoft Access, DB2, Microsoft Office, SQL",NA
NA,Sr Data Analyst,$70K - $120K (Employer est.),NA,3.9,Coolsys,"Phoenix, AZ",1001 to 5000 Employees,--,Company - Private,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,"Knowledge of computer/computational science, data analysis, and programming technologies, concepts and techniques. Maintain data warehouse, reporting and SSRS.…
Skills: Microsoft Word, Computer science, Crystal Reports, Microsoft Excel, Business intelligence",NA
NA,Senior Data Analyst Competitive Intelligence,$64K - $93K (Glassdoor est.),NA,2.7,Cox Communications,"Atlanta, GA",10000+ Employees,1962,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),"Bachelor's degree in a related discipline and 4 years of experience in a related field (Marketing, Data Analytics or related field). Ready to make your mark?…
Skills: R, SQL, AWS, Analysis skills, Data analytics",NA
